Strain : Tensile strain (Extension) gauge length,"100.00000",mm

Time,Extension,Load
(s),(mm),(N)
"927.06200","-1.48520","-0.01092"
"927.16200","-1.48520","-0.01090"
"927.26200","-1.48520","-0.01094"
"927.36200","-1.48520","-0.01101"
"927.46200","-1.48520","-0.01091"
"927.56200","-1.48520","-0.01099"
"927.66200","-1.48520","-0.01100"
"927.76200","-1.48520","-0.01111"
"927.86200","-1.48520","-0.01088"
"927.96200","-1.48520","-0.01083"
"928.06200","-1.48520","-0.01084"
"928.16200","-1.48520","-0.01100"
"928.26200","-1.48520","-0.01099"
"928.36200","-1.48520","-0.01081"
"928.46200","-1.48520","-0.01088"
"928.56200","-1.48520","-0.01088"
"928.66200","-1.48520","-0.01095"
"928.76200","-1.48520","-0.01081"
"928.86200","-1.48520","-0.01089"
"928.96200","-1.48520","-0.01086"
"929.06200","-1.48520","-0.01095"
"929.16200","-1.48520","-0.01079"
"929.26200","-1.48520","-0.01088"
"929.36200","-1.48520","-0.01085"
"929.46200","-1.48520","-0.01085"
"929.56200","-1.48520","-0.01095"
"929.66200","-1.48520","-0.01091"
"929.76200","-1.48520","-0.01088"
"929.86200","-1.48520","-0.01080"
"929.96200","-1.48520","-0.01084"
"930.06200","-1.48520","-0.01099"
"930.16200","-1.48520","-0.01099"
"930.26200","-1.48520","-0.01102"
"930.36200","-1.48520","-0.01078"
"930.46200","-1.48520","-0.01087"
"930.56200","-1.48520","-0.01096"
"930.66200","-1.48520","-0.01094"
"930.76200","-1.48520","-0.01081"
"930.86200","-1.48520","-0.01092"
"930.96200","-1.48520","-0.01087"
"931.06200","-1.48520","-0.01100"
"931.16200","-1.48520","-0.01085"
"931.26200","-1.48520","-0.01088"
"931.36200","-1.48520","-0.01092"
"931.46200","-1.48520","-0.01086"
"931.56200","-1.48520","-0.01098"
"931.66200","-1.48520","-0.01085"
"931.76200","-1.48520","-0.01080"
"931.86200","-1.48520","-0.01082"
"931.96200","-1.48520","-0.01081"
"932.06200","-1.48520","-0.01085"
"932.16200","-1.48520","-0.01080"
"932.26200","-1.48520","-0.01078"
"932.36200","-1.48520","-0.01078"
"932.46200","-1.48520","-0.01095"
"932.56200","-1.48520","-0.01086"
"932.66200","-1.48520","-0.01064"
"932.76200","-1.48520","-0.01073"
"932.86200","-1.48520","-0.01090"
"932.96200","-1.48520","-0.01088"
"933.06200","-1.48520","-0.01074"
"933.16200","-1.48520","-0.01068"
"933.26200","-1.48520","-0.01065"
"933.36200","-1.48520","-0.01081"
"933.46200","-1.48520","-0.01083"
"933.56200","-1.48520","-0.01082"
"933.66200","-1.48520","-0.01079"
"933.76200","-1.48520","-0.01080"
"933.86200","-1.48520","-0.01083"
"933.96200","-1.48520","-0.01076"
"934.06200","-1.48520","-0.01076"
"934.16200","-1.48520","-0.01081"
"934.26200","-1.48520","-0.01079"
"934.36200","-1.48520","-0.01089"
"934.46200","-1.48520","-0.01087"
"934.56200","-1.48520","-0.01073"
"934.66200","-1.48520","-0.01079"
"934.76200","-1.48520","-0.01077"
"934.86200","-1.48520","-0.01091"
"934.96200","-1.48520","-0.01082"
"935.06200","-1.48520","-0.01080"
"935.16200","-1.48520","-0.01076"
"935.26200","-1.48520","-0.01084"
"935.36200","-1.48520","-0.01091"
"935.46200","-1.48520","-0.01078"
"935.56200","-1.48520","-0.01084"
"935.66200","-1.48520","-0.01083"
"935.76200","-1.48520","-0.01071"
"935.86200","-1.48520","-0.01078"
"935.96200","-1.48520","-0.01072"
"936.06200","-1.48520","-0.01073"
"936.16200","-1.48520","-0.01078"
"936.26200","-1.48520","-0.01088"
"936.36200","-1.48520","-0.01071"
"936.46200","-1.48520","-0.01082"
"936.56200","-1.48520","-0.01056"
"936.66200","-1.48520","-0.01075"
"936.76200","-1.48520","-0.01076"
"936.86200","-1.48520","-0.01071"
"936.96200","-1.48520","-0.01070"
"937.06200","-1.48520","-0.01066"
"937.16200","-1.48520","-0.01072"
"937.26200","-1.48520","-0.01070"
"937.36200","-1.48520","-0.01081"
"937.46200","-1.48520","-0.01068"
"937.56200","-1.48520","-0.01082"
"937.66200","-1.48520","-0.01079"
"937.76200","-1.48520","-0.01070"
"937.86200","-1.48520","-0.01070"
"937.96200","-1.48520","-0.01063"
"938.06200","-1.48520","-0.01077"
"938.16200","-1.48520","-0.01082"
"938.26200","-1.48520","-0.01083"
"938.36200","-1.48520","-0.01062"
"938.46200","-1.48520","-0.01064"
"938.56200","-1.48520","-0.01069"
"938.66200","-1.48520","-0.01074"
"938.76200","-1.48520","-0.01067"
"938.86200","-1.48520","-0.01076"
"938.96200","-1.48520","-0.01078"
"939.06200","-1.48520","-0.01070"
"939.16200","-1.48520","-0.01081"
"939.26200","-1.48520","-0.01077"
"939.36200","-1.48520","-0.01082"
"939.46200","-1.48520","-0.01066"
"939.56200","-1.48520","-0.01079"
"939.66200","-1.48520","-0.01067"
"939.76200","-1.48520","-0.01066"
"939.86200","-1.48520","-0.01065"
"939.96200","-1.48520","-0.01064"
"940.06200","-1.48520","-0.01077"
"940.16200","-1.48520","-0.01083"
"940.26200","-1.48520","-0.01078"
"940.36200","-1.48520","-0.01074"
"940.46200","-1.48520","-0.01077"
"940.56200","-1.48520","-0.01072"
"940.66200","-1.48520","-0.01065"
"940.76200","-1.48520","-0.01066"
"940.86200","-1.48520","-0.01066"
"940.96200","-1.48520","-0.01071"
"941.06200","-1.48520","-0.01075"
"941.16200","-1.48520","-0.01074"
"941.26200","-1.48520","-0.01061"
"941.36200","-1.48520","-0.01073"
"941.46200","-1.48520","-0.01081"
"941.56200","-1.48520","-0.01079"
"941.66200","-1.48520","-0.01077"
"941.76200","-1.48520","-0.01061"
"941.86200","-1.48520","-0.01072"
"941.96200","-1.48520","-0.01064"
"942.06200","-1.48520","-0.01079"
"942.16200","-1.48520","-0.01072"
"942.26200","-1.48520","-0.01072"
"942.36200","-1.48520","-0.01077"
"942.46200","-1.48520","-0.01066"
"942.56200","-1.48520","-0.01073"
"942.66200","-1.48520","-0.01064"
"942.76200","-1.48520","-0.01072"
"942.86200","-1.48520","-0.01068"
"942.96200","-1.48520","-0.01077"
"943.06200","-1.48520","-0.01072"
"943.16200","-1.48520","-0.01063"
"943.26200","-1.48520","-0.01065"
"943.36200","-1.48520","-0.01076"
"943.46200","-1.48520","-0.01076"
"943.56200","-1.48520","-0.01067"
"943.66200","-1.48520","-0.01049"
"943.76200","-1.48520","-0.01059"
"943.86200","-1.48520","-0.01059"
"943.96200","-1.48520","-0.01056"
"944.06200","-1.48520","-0.01064"
"944.16200","-1.48520","-0.01071"
"944.26200","-1.48520","-0.01073"
"944.36200","-1.48520","-0.01072"
"944.46200","-1.48520","-0.01067"
"944.56200","-1.48520","-0.01059"
"944.66200","-1.48520","-0.01065"
"944.76200","-1.48520","-0.01066"
"944.86200","-1.48520","-0.01069"
"944.96200","-1.48520","-0.01062"
"945.06200","-1.48520","-0.01052"
"945.16200","-1.48520","-0.01061"
"945.26200","-1.48520","-0.01070"
"945.36200","-1.48520","-0.01067"
"945.46200","-1.48520","-0.01068"
"945.56200","-1.48520","-0.01058"
"945.66200","-1.48520","-0.01058"
"945.76200","-1.48520","-0.01063"
"945.86200","-1.48520","-0.01061"
"945.96200","-1.48520","-0.01071"
"946.06200","-1.48520","-0.01062"
"946.16200","-1.48520","-0.01072"
"946.26200","-1.48520","-0.01075"
"946.36200","-1.48520","-0.01055"
"946.46200","-1.48520","-0.01059"
"946.56200","-1.48520","-0.01066"
"946.66200","-1.48520","-0.01063"
"946.76200","-1.48520","-0.01060"
"946.86200","-1.48520","-0.01060"
"946.96200","-1.48520","-0.01062"
"947.06200","-1.48520","-0.01071"
"947.16200","-1.48520","-0.01070"
"947.26200","-1.48520","-0.01065"
"947.36200","-1.48520","-0.01066"
"947.46200","-1.48520","-0.01054"
"947.56200","-1.48520","-0.01055"
"947.66200","-1.48520","-0.01058"
"947.76200","-1.48520","-0.01062"
"947.86200","-1.48520","-0.01061"
"947.96200","-1.48520","-0.01049"
"948.06200","-1.48520","-0.01063"
"948.16200","-1.48520","-0.01066"
"948.26200","-1.48520","-0.01066"
"948.36200","-1.48520","-0.01046"
"948.46200","-1.48520","-0.01063"
"948.56200","-1.48520","-0.01052"
"948.66200","-1.48520","-0.01062"
"948.76200","-1.48520","-0.01053"
"948.86200","-1.48520","-0.01044"
"948.96200","-1.48520","-0.01052"
"949.06200","-1.48520","-0.01053"
"949.16200","-1.48520","-0.01055"
"949.26200","-1.48520","-0.01045"
"949.36200","-1.48520","-0.01063"
"949.46200","-1.48520","-0.01065"
"949.56200","-1.48520","-0.01048"
"949.66200","-1.48520","-0.01053"
"949.76200","-1.48520","-0.01043"
"949.86200","-1.48520","-0.01068"
"949.96200","-1.48520","-0.01063"
"950.06200","-1.48520","-0.01063"
"950.16200","-1.48520","-0.01062"
"950.26200","-1.48520","-0.01048"
"950.36200","-1.48520","-0.01051"
"950.46200","-1.48520","-0.01056"
"950.56200","-1.48520","-0.01065"
"950.66200","-1.48520","-0.01055"
"950.76200","-1.48520","-0.01059"
"950.86200","-1.48520","-0.01049"
"950.96200","-1.48520","-0.01062"
"951.06200","-1.48520","-0.01053"
"951.16200","-1.48520","-0.01055"
"951.26200","-1.48520","-0.01054"
"951.36200","-1.48520","-0.01061"
"951.46200","-1.48520","-0.01062"
"951.56200","-1.48520","-0.01054"
"951.66200","-1.48520","-0.01045"
"951.76200","-1.48520","-0.01053"
"951.86200","-1.48520","-0.01060"
"951.96200","-1.48520","-0.01056"
"952.06200","-1.48520","-0.01049"
"952.16200","-1.48520","-0.01048"
"952.26200","-1.48520","-0.01055"
"952.36200","-1.48520","-0.01054"
"952.46200","-1.48520","-0.01046"
"952.56200","-1.48520","-0.01050"
"952.66200","-1.48520","-0.01056"
"952.76200","-1.48520","-0.01058"
"952.86200","-1.48520","-0.01054"
"952.96200","-1.48520","-0.01056"
"953.06200","-1.48520","-0.01051"
"953.16200","-1.48520","-0.01056"
"953.26200","-1.48520","-0.01062"
"953.36200","-1.48520","-0.01059"
"953.46200","-1.48520","-0.01060"
"953.56200","-1.48520","-0.01045"
"953.66200","-1.48520","-0.01042"
"953.76200","-1.48520","-0.01055"
"953.86200","-1.48520","-0.01056"
"953.96200","-1.48520","-0.01053"
"954.06200","-1.48520","-0.01048"
"954.16200","-1.48520","-0.01051"
"954.26200","-1.48520","-0.01054"
"954.36200","-1.48520","-0.01043"
"954.46200","-1.48520","-0.01050"
"954.56200","-1.48520","-0.01040"
"954.66200","-1.48520","-0.01050"
"954.76200","-1.48520","-0.01052"
"954.86200","-1.48520","-0.01043"
"954.96200","-1.48520","-0.01040"
"955.06200","-1.48520","-0.01040"
"955.16200","-1.48520","-0.01047"
"955.26200","-1.48520","-0.01047"
"955.36200","-1.48520","-0.01044"
"955.46200","-1.48520","-0.01034"
"955.56200","-1.48520","-0.01040"
"955.66200","-1.48520","-0.01046"
"955.76200","-1.48520","-0.01044"
"955.86200","-1.48520","-0.01050"
"955.96200","-1.48520","-0.01047"
"956.06200","-1.48520","-0.01037"
"956.16200","-1.48520","-0.01050"
"956.26200","-1.48520","-0.01044"
"956.36200","-1.48520","-0.01037"
"956.46200","-1.48520","-0.01035"
"956.56200","-1.48520","-0.01041"
"956.66200","-1.48520","-0.01059"
"956.76200","-1.48520","-0.01045"
"956.86200","-1.48520","-0.01042"
"956.96200","-1.48520","-0.01039"
"957.06200","-1.48520","-0.01047"
"957.16200","-1.48520","-0.01052"
"957.26200","-1.48520","-0.01050"
"957.36200","-1.48520","-0.01050"
"957.46200","-1.48520","-0.01040"
"957.56200","-1.48520","-0.01047"
"957.66200","-1.48520","-0.01039"
"957.76200","-1.48520","-0.01033"
"957.86200","-1.48520","-0.01047"
"957.96200","-1.48520","-0.01048"
"958.06200","-1.48520","-0.01048"
"958.16200","-1.48520","-0.01040"
"958.26200","-1.48520","-0.01052"
"958.36200","-1.48520","-0.01041"
"958.46200","-1.48520","-0.01045"
"958.56200","-1.48520","-0.01056"
"958.66200","-1.48520","-0.01052"
"958.76200","-1.48520","-0.01036"
"958.86200","-1.48520","-0.01043"
"958.96200","-1.48520","-0.01042"
"959.06200","-1.48520","-0.01051"
"959.16200","-1.48520","-0.01046"
"959.26200","-1.48520","-0.01036"
"959.36200","-1.48520","-0.01047"
"959.46200","-1.48520","-0.01045"
"959.56200","-1.48520","-0.01042"
"959.66200","-1.48520","-0.01034"
"959.76200","-1.48520","-0.01037"
"959.86200","-1.48520","-0.01046"
"959.96200","-1.48520","-0.01047"
"960.06200","-1.48520","-0.01050"
"960.16200","-1.48520","-0.01039"
"960.26200","-1.48520","-0.01037"
"960.36200","-1.48520","-0.01045"
"960.46200","-1.48520","-0.01047"
"960.56200","-1.48520","-0.01037"
"960.66200","-1.48520","-0.01040"
"960.76200","-1.48520","-0.01035"
"960.86200","-1.48520","-0.01029"
"960.96200","-1.48520","-0.01035"
"961.06200","-1.48520","-0.01038"
"961.16200","-1.48520","-0.01041"
"961.26200","-1.48520","-0.01039"
"961.36200","-1.48520","-0.01038"
"961.46200","-1.48520","-0.01033"
"961.56200","-1.48520","-0.01027"
"961.66200","-1.48520","-0.01031"
"961.76200","-1.48520","-0.01044"
"961.86200","-1.48520","-0.01040"
"961.96200","-1.48520","-0.01032"
"962.06200","-1.48520","-0.01026"
"962.16200","-1.48520","-0.01035"
"962.26200","-1.48520","-0.01032"
"962.36200","-1.48520","-0.01049"
"962.46200","-1.48520","-0.01031"
"962.56200","-1.48520","-0.01037"
"962.66200","-1.48520","-0.01033"
"962.76200","-1.48520","-0.01042"
"962.86200","-1.48520","-0.01032"
"962.96200","-1.48520","-0.01039"
"963.06200","-1.48520","-0.01032"
"963.16200","-1.48520","-0.01037"
"963.26200","-1.48520","-0.01034"
"963.36200","-1.48520","-0.01034"
"963.46200","-1.48520","-0.01028"
"963.56200","-1.48520","-0.01029"
"963.66200","-1.48520","-0.01038"
"963.76200","-1.48520","-0.01041"
"963.86200","-1.48520","-0.01044"
"963.96200","-1.48520","-0.01041"
"964.06200","-1.48520","-0.01036"
"964.16200","-1.48520","-0.01036"
"964.26200","-1.48520","-0.01039"
"964.36200","-1.48520","-0.01037"
"964.46200","-1.48520","-0.01034"
"964.56200","-1.48520","-0.01040"
"964.66200","-1.48520","-0.01037"
"964.76200","-1.48520","-0.01034"
"964.86200","-1.48520","-0.01033"
"964.96200","-1.48520","-0.01033"
"965.06200","-1.48520","-0.01045"
"965.16200","-1.48520","-0.01057"
"965.26200","-1.48520","-0.01033"
"965.36200","-1.48520","-0.01024"
"965.46200","-1.48520","-0.01022"
"965.56200","-1.48520","-0.01036"
"965.66200","-1.48520","-0.01034"
"965.76200","-1.48520","-0.01034"
"965.86200","-1.48520","-0.01038"
"965.96200","-1.48520","-0.01019"
"966.06200","-1.48520","-0.01029"
"966.16200","-1.48520","-0.01026"
"966.26200","-1.48520","-0.01028"
"966.36200","-1.48520","-0.01032"
"966.46200","-1.48520","-0.01044"
"966.56200","-1.48520","-0.01033"
"966.66200","-1.48520","-0.01025"
"966.76200","-1.48520","-0.01022"
"966.86200","-1.48520","-0.01023"
"966.96200","-1.48520","-0.01030"
"967.06200","-1.48520","-0.01027"
"967.16200","-1.48520","-0.01025"
"967.26200","-1.48520","-0.01020"
"967.36200","-1.48520","-0.01017"
"967.46200","-1.48520","-0.01021"
"967.56200","-1.48520","-0.01029"
"967.66200","-1.48520","-0.01030"
"967.76200","-1.48520","-0.01026"
"967.86200","-1.48520","-0.01030"
"967.96200","-1.48520","-0.01032"
"968.06200","-1.48520","-0.01027"
"968.16200","-1.48520","-0.01021"
"968.26200","-1.48520","-0.01024"
"968.36200","-1.48520","-0.01029"
"968.46200","-1.48520","-0.01027"
"968.56200","-1.48520","-0.01030"
"968.66200","-1.48520","-0.01023"
"968.76200","-1.48520","-0.01025"
"968.86200","-1.48520","-0.01024"
"968.96200","-1.48520","-0.01025"
"969.06200","-1.48520","-0.01027"
"969.16200","-1.48520","-0.01034"
"969.26200","-1.48520","-0.01023"
"969.36200","-1.48520","-0.01028"
"969.46200","-1.48520","-0.01035"
"969.56200","-1.48520","-0.01025"
"969.66200","-1.48520","-0.01028"
"969.76200","-1.48520","-0.01025"
"969.86200","-1.48520","-0.01035"
"969.96200","-1.48520","-0.01021"
"970.06200","-1.48520","-0.01019"
"970.16200","-1.48520","-0.01017"
"970.26200","-1.48520","-0.01019"
"970.36200","-1.48520","-0.01035"
"970.46200","-1.48520","-0.01032"
"970.56200","-1.48520","-0.01023"
"970.66200","-1.48520","-0.01016"
"970.76200","-1.48520","-0.01027"
"970.86200","-1.48520","-0.01023"
"970.96200","-1.48520","-0.01026"
"971.06200","-1.48520","-0.01019"
"971.16200","-1.48520","-0.01027"
"971.26200","-1.48520","-0.01024"
"971.36200","-1.48520","-0.01026"
"971.46200","-1.48520","-0.01022"
"971.56200","-1.48520","-0.01014"
"971.66200","-1.48520","-0.01022"
"971.76200","-1.48520","-0.01017"
"971.86200","-1.48520","-0.01027"
"971.96200","-1.48520","-0.01021"
"972.06200","-1.48520","-0.01024"
"972.16200","-1.48520","-0.01027"
"972.26200","-1.48520","-0.01036"
"972.36200","-1.48520","-0.01027"
"972.46200","-1.48520","-0.01018"
"972.56200","-1.48520","-0.01015"
"972.66200","-1.48520","-0.01030"
"972.76200","-1.48520","-0.01014"
"972.86200","-1.48520","-0.01014"
"972.96200","-1.48520","-0.01016"
"973.06200","-1.48520","-0.01030"
"973.16200","-1.48520","-0.01030"
"973.26200","-1.48520","-0.01022"
"973.36200","-1.48520","-0.01013"
"973.46200","-1.48520","-0.01021"
"973.56200","-1.48520","-0.01017"
"973.66200","-1.48520","-0.01020"
"973.76200","-1.48520","-0.01026"
"973.86200","-1.48520","-0.01020"
"973.96200","-1.48520","-0.01021"
"974.06200","-1.48520","-0.01019"
"974.16200","-1.48520","-0.01021"
"974.26200","-1.48520","-0.01027"
"974.36200","-1.48520","-0.01024"
"974.46200","-1.48520","-0.01019"
"974.56200","-1.48520","-0.01017"
"974.66200","-1.48520","-0.01020"
"974.76200","-1.48520","-0.01020"
"974.86200","-1.48520","-0.01008"
"974.96200","-1.48520","-0.01029"
"975.06200","-1.48520","-0.01032"
"975.16200","-1.48520","-0.01027"
"975.26200","-1.48520","-0.01010"
"975.36200","-1.48520","-0.01011"
"975.46200","-1.48520","-0.01021"
"975.56200","-1.48520","-0.01021"
"975.66200","-1.48520","-0.01033"
"975.76200","-1.48520","-0.01016"
"975.86200","-1.48520","-0.01024"
"975.96200","-1.48520","-0.01032"
"976.06200","-1.48520","-0.01020"
"976.16200","-1.48520","-0.01021"
"976.26200","-1.48520","-0.01020"
"976.36200","-1.48520","-0.01022"
"976.46200","-1.48520","-0.01023"
"976.56200","-1.48520","-0.01021"
"976.66200","-1.48520","-0.01009"
"976.76200","-1.48520","-0.01010"
"976.86200","-1.48520","-0.01009"
"976.96200","-1.48520","-0.01024"
"977.06200","-1.48520","-0.01021"
"977.16200","-1.48520","-0.01019"
"977.26200","-1.48520","-0.01009"
"977.36200","-1.48520","-0.01006"
"977.46200","-1.48520","-0.01018"
"977.56200","-1.48520","-0.01025"
"977.66200","-1.48520","-0.01005"
"977.76200","-1.48520","-0.01007"
"977.86200","-1.48520","-0.01009"
"977.96200","-1.48520","-0.01008"
"978.06200","-1.48520","-0.01012"
"978.16200","-1.48520","-0.01013"
"978.26200","-1.48520","-0.01011"
"978.36200","-1.48520","-0.01005"
"978.46200","-1.48520","-0.01003"
"978.56200","-1.48520","-0.01000"
"978.66200","-1.48520","-0.01001"
"978.76200","-1.48520","-0.01012"
"978.86200","-1.48520","-0.01015"
"978.96200","-1.48520","-0.01016"
"979.06200","-1.48520","-0.01011"
"979.16200","-1.48520","-0.01002"
"979.26200","-1.48520","-0.01014"
"979.36200","-1.48520","-0.01007"
"979.46200","-1.48520","-0.01017"
"979.56200","-1.48520","-0.00998"
"979.66200","-1.48520","-0.01009"
"979.76200","-1.48520","-0.01008"
"979.86200","-1.48520","-0.01020"
"979.96200","-1.48520","-0.01006"
"980.06200","-1.48520","-0.01012"
"980.16200","-1.48520","-0.01017"
"980.26200","-1.48520","-0.01019"
"980.36200","-1.48520","-0.01024"
"980.46200","-1.48520","-0.01002"
"980.56200","-1.48520","-0.01012"
"980.66200","-1.48520","-0.01012"
"980.76200","-1.48520","-0.01016"
"980.86200","-1.48520","-0.01017"
"980.96200","-1.48520","-0.01011"
"981.06200","-1.48520","-0.01006"
"981.16200","-1.48520","-0.01008"
"981.26200","-1.48520","-0.01010"
"981.36200","-1.48520","-0.01004"
"981.46200","-1.48520","-0.01004"
"981.56200","-1.48520","-0.01016"
"981.66200","-1.48520","-0.01018"
"981.76200","-1.48520","-0.01014"
"981.86200","-1.48520","-0.00996"
"981.96200","-1.48520","-0.01010"
"982.06200","-1.48520","-0.01006"
"982.16200","-1.48520","-0.01023"
"982.26200","-1.48520","-0.01016"
"982.36200","-1.48520","-0.01011"
"982.46200","-1.48520","-0.00999"
"982.56200","-1.48520","-0.01009"
"982.66200","-1.48520","-0.01007"
"982.76200","-1.48520","-0.01004"
"982.86200","-1.48520","-0.01015"
"982.96200","-1.48520","-0.01003"
"983.06200","-1.48520","-0.01014"
"983.16200","-1.48520","-0.01010"
"983.26200","-1.48520","-0.01009"
"983.36200","-1.48520","-0.01002"
"983.46200","-1.48520","-0.01007"
"983.56200","-1.48520","-0.01013"
"983.66200","-1.48520","-0.01010"
"983.76200","-1.48520","-0.01001"
"983.86200","-1.48520","-0.00996"
"983.96200","-1.48520","-0.01013"
"984.06200","-1.48520","-0.01008"
"984.16200","-1.48520","-0.01009"
"984.26200","-1.48520","-0.01006"
"984.36200","-1.48520","-0.00998"
"984.46200","-1.48520","-0.00998"
"984.56200","-1.48520","-0.01002"
"984.66200","-1.48520","-0.01002"
"984.76200","-1.48520","-0.00998"
"984.86200","-1.48520","-0.01008"
"984.96200","-1.48520","-0.01005"
"985.06200","-1.48520","-0.01006"
"985.16200","-1.48520","-0.00996"
"985.26200","-1.48520","-0.00996"
"985.36200","-1.48520","-0.01001"
"985.46200","-1.48520","-0.01009"
"985.56200","-1.48520","-0.00997"
"985.66200","-1.48520","-0.01006"
"985.76200","-1.48520","-0.00991"
"985.86200","-1.48520","-0.00993"
"985.96200","-1.48520","-0.01004"
